CREATION_DATE,OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE
2021-06-08T22:26:11,COSMOS 89,1965-073D,2021-06-08T17:07:32.973312,12.38959381,0.0170799,56.0576,317.114,45.9746,315.5086,0,U,1587,999,52198,-0.000062166,-0.00000102,0,7889.155,116.227,1645.765,1376.274,PAYLOAD,MEDIUM,CIS,9/18/1965
2021-06-08T22:26:11,COSMOS 90,1965-073E,2021-06-08T20:56:13.471296,12.34565668,0.0157851,56.0587,43.1163,194.0162,260.8433,0,U,1588,999,51312,0.000033239,-0.00000087,0,7907.861,116.64,1654.553,1404.9,PAYLOAD,MEDIUM,CIS,9/18/1965
2021-06-08T22:36:11,OV1-2,1965-078A,2021-06-08T18:21:32.668416,12.79531466,0.1223458,144.2301,338.8143,288.6408,58.5504,0,U,1613,999,47798,0.000068668,0.00000965,0,7721.491,112.541,2288.048,398.664,PAYLOAD,MEDIUM,US,10/5/1965
2021-06-08T22:36:11,OV2-1,1965-082C,2021-06-08T13:13:28.296480,14.53272757,0.00191,32.2965,108.4993,153.801,206.3605,0,U,1641,999,95023,0.000002937,0.00000044,0,7093.116,99.087,728.529,701.434,PAYLOAD,MEDIUM,US,10/15/1965
2021-06-08T18:36:59,EXPLORER 29 (GEOS 1),1965-089A,2021-06-08T11:21:59.803776,11.97051847,0.0719937,59.3767,193.2761,101.2999,9.1572,0,U,1726,999,43000,0.000017491,-0.00000074,0,8072.224,120.296,2275.238,1112.94,PAYLOAD,LARGE,US,11/6/1965
2021-06-08T18:36:59,EXPLORER 30,1965-093A,2021-06-08T00:35:22.745184,14.40258123,0.013632,59.7089,359.072,153.4686,207.3415,0,U,1738,999,89198,0.000015933,-0.00000101,0,7135.783,99.982,854.923,660.373,PAYLOAD,MEDIUM,US,11/19/1965
2021-06-08T14:26:12,A-1 (ASTERIX),1965-096A,2021-06-08T11:52:57.967104,13.47001672,0.0751685,34.2601,90.2951,227.2863,126.2082,0,U,1778,999,71665,-1.76E-06,0.00000007,0,7461.447,106.904,1644.178,522.447,PAYLOAD,MEDIUM,FR,11/26/1965
2021-06-08T18:36:59,ALOUETTE 2,1965-098A,2021-06-08T00:34:56.000064,12.25496204,0.1343881,79.8026,33.789,344.0233,12.2046,0,U,1804,999,45424,8.52E-06,0.00000029,0,7946.829,117.503,2636.653,500.735,PAYLOAD,MEDIUM,CA,11/29/1965
2021-06-08T22:26:11,EXPLORER 31 (ISIS-X),1965-098B,2021-06-08T20:10:31.198368,12.0573625,0.1433427,79.8263,56.3528,122.5693,252.2015,0,U,1806,999,42706,0.00023532,0.00000686,0,8033.417,119.429,2806.813,503.75,PAYLOAD,MEDIUM,US,11/29/1965
2021-06-08T14:26:12,FR 1,1965-101A,2021-06-08T12:56:35.673792,14.66738776,0.0006588,75.868,262.1588,308.171,51.8875,0,U,1814,999,80780,0.000018029,0.00000084,0,7049.635,98.177,676.145,666.856,PAYLOAD,MEDIUM,FR,12/6/1965
2021-06-08T22:46:11,OPS 1509 (TRANSIT 10),1965-109A,2021-06-08T19:02:52.215360,13.78267143,0.0111703,89.073,55.8875,15.6274,344.8294,0,U,1864,999,78379,0.000048348,0.00000064,0,7348.176,104.479,1052.123,887.96,PAYLOAD,LARGE,US,12/22/1965
2021-06-08T18:36:59,OPS 1593 (TRANSIT 11),1966-005A,2021-06-08T11:28:19.855776,13.6725293,0.022114,90.2023,319.0966,88.0416,274.6053,0,U,1952,999,75538,0.00002465,0.00000036,0,7387.587,105.321,1172.821,846.083,PAYLOAD,LARGE,US,1/28/1966
