Date,"O2, cm-3 (100 km)","O2, cm-3 (150 km)","O2, cm-3 (200 km)","O2, cm-3 (250 km)","O2, cm-3 (300 km)","O2, cm-3 (350 km)","O2, cm-3 (400 km)","O2, cm-3 (450 km)","O2, cm-3 (500 km)","O2, cm-3 (550 km)","O2, cm-3 (600 km)","O2, cm-3 (650 km)","O2, cm-3 (700 km)","O2, cm-3 (750 km)","O2, cm-3(800 km)","O2, cm-3 (850 km)","O2, cm-3 (900 km)","O2, cm-3 (950 km)","O2, cm-3 (1000 km)"
01/10/2018,2596000000000,2027000000,104900000,7944000,644400,54460,4776,434.1,40.87,3.982,0.4012,0.04178,0.004492,0.0004985,0.00005704,0.000006728,0.0000008173,0.0000001022,0.00000001315
01/11/2018,2845000000000,1938000000,99560000,7505000,605500,50900,4439,401.4,37.59,3.644,0.3653,0.03784,0.004049,0.0004471,0.00005092,0.000005977,0.0000007227,0.00000008995,0.00000001152
01/12/2018,2912000000000,1917000000,102500000,7906000,650800,55760,4955,456.3,43.51,4.293,0.438,0.04616,0.005024,0.0005642,0.00006533,0.000007794,0.0000009577,0.0000001211,0.00000001575
01/01/2019,2554000000000,1918000000,110500000,8251000,640500,51460,4286,370.2,33.13,3.071,0.2946,0.02923,0.002996,0.0003172,0.00003466,0.000003905,0.0000004534,0.00000005423,0.000000006677
01/02/2019,2836000000000,2076000000,117500000,9499000,819500,73580,6848,660.1,65.84,6.791,0.7238,0.07965,0.009045,0.001059,0.0001278,0.00001588,0.000002031,0.0000002673,0.00000003615
01/03/2019,2689000000000,2127000000,120700000,10060000,903700,84610,8213,825.3,85.77,9.212,1.022,0.1169,0.0138,0.001679,0.0002104,0.00002714,0.000003601,0.0000004912,0.00000006885
01/04/2019,2818000000000,1989000000,103300000,7893000,647300,55330,4907,451.1,42.94,4.229,0.4307,0.04533,0.004925,0.0005521,0.00006383,0.000007603,0.0000009328,0.0000001178,0.0000000153
01/05/2019,2524000000000,1916000000,103400000,8329000,723700,65590,6167,600.4,60.49,6.301,0.678,0.07533,0.008635,0.001021,0.0001243,0.00001559,0.000002011,0.000000267,0.00000003642
01/06/2019,2536000000000,1810000000,93200000,6786000,524400,42130,3513,303.8,27.22,2.527,0.2427,0.02411,0.002474,0.0002623,0.00002869,0.000003236,0.0000003762,0.00000004505,0.000000005552
01/07/2019,2328000000000,1875000000,99530000,7259000,558400,44610,3697,317.8,28.31,2.612,0.2495,0.02464,0.002515,0.0002651,0.00002884,0.000003236,0.0000003742,0.00000004457,0.000000005466
01/08/2019,2364000000000,1963000000,101100000,7046000,516000,39230,3095,253.5,21.53,1.895,0.1728,0.0163,0.001591,0.0001604,0.0000167,0.000001795,0.0000001989,0.00000002272,0.000000002672
01/09/2019,2119000000000,2150000000,122900000,10250000,917300,85550,8273,828,85.72,9.172,1.013,0.1156,0.01359,0.001648,0.0002057,0.00002644,0.000003496,0.0000004753,0.0000000664
01/10/2019,2553000000000,2045000000,107000000,8211000,675400,57900,5149,474.6,45.3,4.474,0.4568,0.04819,0.00525,0.00059,0.00006837,0.000008165,0.000001004,0.0000001271,0.00000001654
01/11/2019,2905000000000,1927000000,98220000,7337000,586400,48820,4218,377.9,35.06,3.368,0.3346,0.03436,0.003645,0.0003991,0.00004507,0.000005246,0.0000006292,0.00000007768,0.000000009868
01/12/2019,2997000000000,1895000000,99510000,7514000,604500,50600,4394,395.6,36.89,3.56,0.3554,0.03666,0.003907,0.0004297,0.00004874,0.000005698,0.0000006863,0.0000000851,0.00000001086
01/01/2020,2613000000000,1899000000,107100000,7771000,585500,45660,3693,309.8,26.95,2.429,0.2266,0.02188,0.002183,0.0002251,0.00002395,0.00000263,0.0000002977,0.00000003473,0.000000004171
01/02/2020,3046000000000,2019000000,107900000,8050000,637000,52380,4469,395.3,36.23,3.437,0.3373,0.03423,0.003588,0.0003883,0.00004335,0.00000499,0.0000005917,0.00000007226,0.00000000908
01/03/2020,2983000000000,2053000000,106500000,7842000,613700,49960,4221,369.8,33.57,3.155,0.3069,0.03086,0.003206,0.0003439,0.00003806,0.000004343,0.0000005107,0.00000006185,0.000000007709
01/04/2020,2859000000000,1987000000,101700000,7584000,605100,50290,4337,387.9,35.93,3.446,0.3418,0.03504,0.003711,0.0004056,0.00004574,0.000005316,0.0000006366,0.00000007848,0.000000009955
01/05/2020,2677000000000,1879000000,97010000,7333000,593700,50070,4383,397.6,37.36,3.634,0.3654,0.03798,0.004077,0.0004516,0.00005159,0.000006074,0.0000007366,0.00000009195,0.00000001181
01/06/2020,2461000000000,1831000000,97370000,7411000,600900,50690,4436,402.4,37.8,3.676,0.3696,0.0384,0.004121,0.0004564,0.00005212,0.000006136,0.0000007439,0.00000009285,0.00000001192
01/07/2020,2392000000000,1844000000,95980000,6855000,516200,40370,3277,275.9,24.08,2.178,0.204,0.01975,0.001978,0.0002046,0.00002185,0.000002406,0.0000002733,0.00000003197,0.000000003852
01/08/2020,2465000000000,1924000000,97840000,6787000,495700,37600,2961,242,20.51,1.802,0.164,0.01545,0.001504,0.0001514,0.00001574,0.000001688,0.0000001868,0.00000002129,0.000000002501
01/09/2020,2299000000000,2071000000,113300000,8998000,765600,67840,6234,593.4,58.46,5.957,0.6273,0.06822,0.007657,0.0008863,0.0001057,0.000013,0.000001644,0.000000214,0.00000002863
01/10/2020,2540000000000,2010000000,109000000,8880000,786000,72700,6960,691,71,7.53,0.826,0.0934,0.0109,0.00131,0.000162,0.0000207,0.00000272,0.000000367,0.0000000509
01/11/2020,2700000000000,1910000000,106000000,9290000,887000,88700,9190,986,109,12.5,1.47,0.179,0.0225,0.00291,0.000386,0.0000528,0.00000741,0.00000107,0.000000159
01/12/2020,3010000000000,1840000000,108000000,10200000,1060000,116000,13100,1530,185,23,2.95,0.389,0.0529,0.0074,0.00106,0.000157,0.0000238,0.0000037,0.00000059
01/01/2021,3050000000000,1880000000,104000000,8520000,748000,68500,6500,638,64.8,6.81,0.739,0.0827,0.00956,0.00114,0.00014,0.0000177,0.0000023,0.000000307,0.0000000422
01/02/2021,3040000000000,1990000000,107000000,8090000,653000,54900,4780,432,40.4,3.91,0.391,0.0405,0.00432,0.000477,0.0000543,0.00000636,0.000000768,0.0000000955,0.0000000122
01/03/2021,2660000000000,2120000000,124000000,11000000,1050000,105000,10900,1160,129,14.7,1.74,0.212,0.0265,0.00342,0.000455,0.0000621,0.00000872,0.00000126,0.000000186
01/04/2021,2790000000000,1990000000,106000000,8380000,719000,64300,5970,574,57.2,5.88,0.625,0.0687,0.00778,0.000909,0.00011,0.0000136,0.00000173,0.000000228,0.0000000307
01/05/2021,2660000000000,1860000000,98400000,7810000,669000,59800,5550,533,53,5.45,0.579,0.0635,0.00719,0.00084,0.000101,0.0000125,0.0000016,0.000000209,0.0000000282
01/06/2021,2570000000000,1760000000,95000000,7630000,659000,59400,5560,538,53.9,5.58,0.598,0.066,0.00753,0.000885,0.000107,0.0000134,0.00000172,0.000000227,0.0000000308
01/07/2021,2340000000000,1820000000,107000000,9340000,887000,87900,9030,960,106,12,1.4,0.169,0.021,0.00269,0.000355,0.0000481,0.0000067,0.00000096,0.000000141
01/08/2021,2400000000000,1870000000,100000000,7660000,627000,53500,4720,433,41,4.03,0.409,0.0429,0.00464,0.000519,0.0000597,0.00000709,0.000000867,0.000000109,0.0000000141
01/09/2021,2490000000000,1950000000,107000000,8800000,787000,73500,7110,713,73.9,7.91,0.875,0.0999,0.0118,0.00143,0.000178,0.0000229,0.00000304,0.000000413,0.0000000578
01/10/2021,2450000000000,1980000000,116000000,11200000,1210000,137000,16000,1940,242,31.1,4.13,0.563,0.0791,0.0114,0.00169,0.000258,0.0000403,0.00000646,0.00000106
01/11/2021,2670000000000,1910000000,114000000,11300000,1250000,145000,17600,2190,282,37.4,5.12,0.719,0.104,0.0154,0.00235,0.000369,0.0000592,0.00000976,0.00000165
01/12/2021,2590000000000,1860000000,116000000,12000000,1380000,167000,21000,2720,364,50,7.08,1.03,0.154,0.0237,0.00374,0.000605,0.000101,0.0000171,0.00000298
01/01/2022,2730000000000,1840000000,117000000,12300000,1440000,178000,22800,3000,408,57,8.2,1.21,0.185,0.0288,0.00462,0.000759,0.000128,0.0000221,0.00000391
01/02/2022,2860000000000,1870000000,121000000,13300000,1670000,220000,30100,4250,618,92.3,14.2,2.24,0.362,0.0602,0.0103,0.00179,0.000321,0.0000587,0.000011
01/03/2022,2750000000000,1870000000,113000000,11600000,1330000,161000,20100,2600,347,47.6,6.71,0.975,0.146,0.0223,0.00351,0.000567,0.0000938,0.0000159,0.00000277
01/04/2022,2490000000000,1900000000,135000000,19000000,3200000,580000,110000,21400,4290,879,185,39.6,8.69,1.95,0.446,0.104,0.0248,0.00603,0.0015
